CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
3766-81-2,2-butylphenyl methylcarbamate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7787-56-6,"Beryllium sulfate, Tetrahydrate",Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though being sulfonyls, containing chemical groups with self-reactive properties ","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
25068-38-6,"Polymer of 4,4'-isopropylidenediphenol and 1-chloro-2,3-epoxypropane (liquid); Bisphenol A type epoxy resin (liquid)",Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though containing a distorted ring structure.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
25868-86-4,"Silicate(2-), hexafluoro-, manganese(2+) (1:1), hexahydrate",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
10192-29-7,ammonium chlorate,Self-reactive substances and mixtures,Not applicable,-,-,-,Classified in explosives,"Mar. 23, 2006"
7440-28-0,thallium,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-00-3,Chloroethane,Self-reactive substances and mixtures,Not applicable,,,,"Classified as ""gas"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
6420-47-9,"2-sec-butyl-4,6-dinitrophenol, compound with 2,2',2''-nitrilotriethanol (1:1)",Self-reactive substances and mixtures,Not classified,-,-,-,"Although the grouping relevant to explosive (N-O) was included, the grouping relevant to autoreactive was not included and the uses were pesticide. And it was thought that there was no autoreactive and it was classified as outside of Category.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
75-45-6,"Methane, chlorodifluoro-",Self-reactive substances and mixtures,Not applicable,-,-,-,Gas (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2212-67-1,S-Ethyl hexahydro-1H-azepine-1-carbothioate; Molinate,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-83-1,"1-Propanol, 2-methyl-",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
95-53-4,o-Toluidine,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-83-9,alpha-Methylstyrene,Self-reactive substances and mixtures,Not classified,,,,"No data available, though containing unsaturated bonds. Classified into Class 3 (UN#2303) (UN Recommendations on the Transport of Dangerous Goods).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
137-05-3,mecrilate,Self-reactive substances and mixtures,Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-98-2,"2-Propanol, 1-methoxy-",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-04-1,mercury dicyanide,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
25013-16-5,Butylated hydroxyanisole(BHA),Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
101-80-4,"4,4'-oxybisbenzenamine",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
14264-31-4,disodium tri(cyano-C)cuprate(2-),Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-04-7,Ethanamine,Self-reactive substances and mixtures,Not applicable,-,-,-,Gas (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2155-70-6,Tributyl(methacryloyloxy)stannane,Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though containing unsaturated bonds (olefin)","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-84-0,Ethane,Self-reactive substances and mixtures,Not applicable,-,-,-,Gas (GHS definition),"Mar. 23, 2006"
2104-64-5,O-Ethyl O-4-nitrophenyl phenylphosphonothioate; EPN,Self-reactive substances and mixtures,Not classified,,,,"No data available, though the substance contains chemical groups associated with explosive properties that contain nitro groups. Classified into Division 6.1 (UN#2783 (Organophosphorous Pesticide, solid, toxic) (ICSC,1999)) (UN Recommendations on the Transport of Dangerous Goods).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
66230-04-4,Esfenvalerate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
78-87-5,"1,2-Dichloropropane",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-57-8,2-Chlorophenol,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
7440-06-4,platinum,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-08-6,Selenic acid,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-99-6,3-Methylpyridine,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
3926-62-3,Sodium chloroacetate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1241-94-7,2-Ethylhexan-1-yl diphenyl phosphate,Self-reactive substances and mixtures,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
534-52-1,"4,6-Dinitro-o-cresol",Self-reactive substances and mixtures,Not classified,,,,"No data available, though the substance contains chemical groups associated with explosive properties that contain nitro groups. Classified into Division 6.1 (UN#1598) (UN Recommendations on the Transport of Dangerous Goods) ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16925-25-0,sodium hexafluoroantimonate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13121-70-5,cyhexatin,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
591-78-6,hexan-2-one,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
21725-46-2,"2-(4-chloro-6-ethylamino-1,3,5-triazin-2-yl)amino-2-methylpropiononitrile",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-20-0,"2,2-bis(ethylsulphonyl)butane",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
91-08-7,"2-Methyl-1,3-phenylene diisocyanate",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1312-43-2,diindium trioxide,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
36335-67-8,O-Ethyl O-(6-nitro-m-tolyl) sec-butylphosphoramidothioate; Butamifos,Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though containing nitro groups with explosive properties","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-69-6,2-Vinylpyridine,Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though containing unsaturated bonds. Those containing stabilizers are classified into Class 3, Division 6.1 and Class 8 (UN#3073) (UN Recommendations on the Transport of Dangerous Goods).
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
838-88-0,"Aniline, 4,4'-methylenebis(2-methyl)-",Self-reactive substances and mixtures,Not applicable,-,-,-,Containing no chemical groups with explosive or self-reactive properties present,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
137-29-1,copper bis(dimethyldithiocarbamate),Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
9004-82-4,Sodium alpha-dodecan-1-yl-omega-(sulfonatooxy)poly(oxyethylene),Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
60168-88-9,"2,4'-dichloro-alpha-(5-pyrimidinyl)benzhydryl alcohol",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7699-43-6,Zirconium dichloride oxide,Self-reactive substances and mixtures,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-62-7,"Cyanamide, calcium salt (1:1)",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10034-93-2,Hydrazine sulfate,Self-reactive substances and mixtures,Not classified,-,-,-,"Since it was classified into Class 8 (not 4.1) and PG III in the United Nations Recommendations on the Transport of Dangerous Goods, it was classified into Not classified. In addition, this TDG classification is based on the UN No.2923 by Merck KGaA data from March 2009. ",2009.3.31
3068-88-0,4-methyloxetan-2-one; (+/-)-4-methyloxetan-2-one,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
528-29-0,"1,2-Dinitrobenzene",Self-reactive substances and mixtures,Classification not possible,-,-,-,"The grouping in connection with autoreactive is not included. Although the grouping in connection with explosibility is included, there is no data of laboratory tests and it cannot be classified. (It is not contained in the U.N. number 3221-3241, and is not the banned substances for carriage, either. Type G is presumed.)  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
6375-47-9,3'-Amino-4'-methoxyacetanilide,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
121-75-5,Malathon,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1313-82-2,Disodium sulfide,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
56-55-3,Benz[a]anthracene,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
